	X	Y
0	0.0	-1.8750000000000015e-06
1	0.04081632653061224	-1.4158163265306136e-06
2	0.08163265306122448	-9.566326530612255e-07
3	0.12244897959183673	-4.974489795918375e-07
4	0.16326530612244897	-3.8265306122449436e-08
5	0.2040816326530612	0.3437499999999996
6	0.24489795918367346	0.5975935824771825
7	0.2857142857142857	0.7398648629505172
8	0.32653061224489793	0.8202416891927355
9	0.36734693877551017	0.8718982599475982
10	0.4081632653061224	0.9078947334831522
11	0.44897959183673464	0.9344149873050795
12	0.4897959183673469	0.954765747513754
13	0.5306122448979591	0.9708755388838342
14	0.5714285714285714	0.9839449502336761
15	0.6122448979591836	0.9947604750769246
16	0.6530612244897959	1.0038588713905334
17	0.6938775510204082	1.011618994907058
18	0.7346938775510203	1.0183158855161303
19	0.7755102040816326	1.024154047499037
20	0.8163265306122448	1.0292886987496335
21	0.8571428571428571	1.0338397747991794
22	0.8979591836734693	1.0379014147390644
23	0.9387755102040816	1.0415485428780338
24	0.9795918367346939	1.0448415331533514
25	1.0204081632653061	1.0478295777055433
26	1.0612244897959182	1.050553161031334
27	1.1020408163265305	1.0530459050406014
28	1.1428571428571428	1.05533596404862
29	1.183673469387755	1.0574470927815187
30	1.2244897959183672	1.059399473453091
31	1.2653061224489794	1.0612103630241998
32	1.3061224489795917	1.0628946046603098
33	1.346938775510204	1.0644650355054623
34	1.3877551020408163	1.0659328144933116
35	1.4285714285714284	1.0673076879100862
36	1.4693877551020407	1.0685982060767698
37	1.510204081632653	1.0698119013348317
38	1.5510204081632653	1.070955435164906
39	1.5918367346938773	1.0720347205082486
40	1.6326530612244896	1.0730550240339805
41	1.673469387755102	1.0740210520858766
42	1.7142857142857142	1.0749370232685964
43	1.7551020408163265	1.075806730035222
44	1.7959183673469385	1.0766335911725735
45	1.8367346938775508	1.077420696716017
46	1.8775510204081631	1.0781708465378328
47	1.9183673469387754	1.0788865836249173
48	1.9591836734693877	1.0795702228793886
49	2.0	1.0802238761294052
